App name,App status,Graph API access,Permission type,Consent type,Publisher,Last modified,Added on,Permission usage,Data usage,Privilege level
WizerMe,Enabled,Yes,Delegated,User (737),N/A,2023-08-20T09:18:02.000Z,2020-10-14T15:02:44.000Z,N/A,0,Low
home360-client-nonprod,Enabled,Yes,Delegated,User (4),N/A,2023-08-20T13:03:46.000Z,2023-08-15T09:03:08.000Z,N/A,0,Low
Zendesk,Enabled,Yes,Delegated,User (16),N/A,2023-08-21T05:57:13.000Z,2021-04-28T10:50:27.000Z,N/A,0,Low
Uizard,Enabled,Yes,Delegated,User (3),Uizard Technologies,2023-08-21T08:34:12.000Z,2023-05-10T19:05:47.000Z,N/A,0,Low
DigitalIdf - Cookie (Client Example) - QA,Enabled,Yes,Mixed,Admin,N/A,2023-08-21T13:22:35.000Z,2022-07-10T11:44:26.000Z,N/A,0,Low
DigitalIdf - Cookie (Client Example) - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-08-21T13:36:50.000Z,2022-01-02T07:36:12.000Z,N/A,0,Low
DigitalIdf - Cookie (Client Example) - PreProd,Enabled,Yes,Mixed,Admin,N/A,2023-08-21T13:56:19.000Z,2021-08-23T14:17:21.000Z,N/A,0,Low
Zapier,Enabled,Yes,Delegated,User (11),N/A,2023-08-21T16:26:53.000Z,2020-10-15T13:12:21.000Z,N/A,0,Low
Polly,Enabled,Yes,Delegated,User (58),Polly,2023-08-22T10:29:15.000Z,2021-05-29T19:42:09.000Z,N/A,0,Low
DigitalIDF - MessagesHub - NonProd,Enabled,Yes,Mixed,Admin,N/A,2023-08-23T08:08:13.000Z,2022-01-10T13:48:54.000Z,N/A,0,Low
Jira Server,Enabled,Yes,Delegated,User (5),N/A,2023-08-23T10:18:42.000Z,2020-02-17T07:05:36.000Z,N/A,0,Low
DigitalIDF - CRM ATAL - PREPROD,Enabled,Yes,Mixed,Admin,N/A,2023-08-23T12:08:40.000Z,2023-08-22T08:18:13.000Z,N/A,0,Low
DigitalIDF - CRM (Matrix) - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-08-23T13:14:04.000Z,2022-11-22T10:11:24.000Z,N/A,0,Low
Events Calendar,Enabled,Yes,Delegated,User (1),N/A,2023-08-23T13:38:04.000Z,2023-08-23T13:38:04.000Z,Some unused,0,Low
grafanaCSEC,Enabled,Yes,Delegated,User (9),N/A,2023-08-24T08:36:43.000Z,2021-11-03T13:16:34.000Z,N/A,0,Low
Custom Translator,Enabled,Yes,Delegated,User (1),N/A,2023-08-24T11:48:31.000Z,2023-08-24T11:48:30.000Z,N/A,0,Low
DigitalIDF - Havad - Dev,Enabled,Yes,Mixed,Admin,N/A,2023-08-24T12:10:01.000Z,2023-06-18T07:26:08.000Z,N/A,0,Low
DigitalIDF - Havad - Preprod,Enabled,Yes,Mixed,Admin,N/A,2023-08-24T12:34:16.000Z,2023-07-03T11:31:10.000Z,N/A,0,Low
Credly,Enabled,Yes,Delegated,User (3),"Credly, Inc.",2023-08-25T09:23:19.000Z,2023-04-04T10:01:40.000Z,N/A,0,Low
UHRS PROD,Enabled,Yes,Delegated,User (4),N/A,2023-08-25T18:35:09.000Z,2021-10-11T09:22:37.000Z,N/A,0,Low
Oketz,Enabled,Yes,Delegated,User (226),N/A,2023-08-27T05:48:26.000Z,2022-01-25T11:40:23.000Z,N/A,0,Low
DigitalIDF - NifgaimClient - Dev,Enabled,Yes,Delegated,Admin,N/A,2023-08-27T12:01:02.000Z,2020-11-26T10:44:32.000Z,N/A,0,Low
DigitalIDF - Tash - NonProd,Enabled,Yes,Mixed,Admin,N/A,2023-08-27T12:46:36.000Z,2022-02-03T11:53:44.000Z,N/A,0,Low
DigitalIDF - Tash - PreProd,Enabled,Yes,Mixed,Admin,N/A,2023-08-27T12:48:35.000Z,2022-09-08T14:21:01.000Z,N/A,0,Low
DigitalIDF - MessagesHub 2.0 - PreProd,Enabled,Yes,Mixed,Admin,N/A,2023-08-27T13:54:58.000Z,2022-12-14T12:09:09.000Z,N/A,0,Low
Level 2 Labs,Enabled,Yes,Delegated,User (1),N/A,2023-08-27T14:24:51.000Z,2023-08-27T14:24:51.000Z,N/A,0,Low
DigitalIDF - Competency - dev,Enabled,Yes,Mixed,Admin,N/A,2023-08-28T12:14:49.000Z,2023-08-27T13:17:07.000Z,N/A,0,Low
DigitalIDF - Tash - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-08-28T12:15:40.000Z,2022-09-08T14:21:18.000Z,N/A,0,Low
Typeform,Enabled,Yes,Delegated,User (7),Typeform US LLC,2023-08-28T14:14:38.000Z,2021-12-31T20:12:15.000Z,N/A,0,Low
Pixton,Enabled,Yes,Delegated,User (1),Pixton Comics Inc.,2023-08-29T05:09:27.000Z,2023-08-29T05:09:26.000Z,N/A,0,Low
DigitalIDF - ZUZU - PreProd,Enabled,Yes,Mixed,Admin,N/A,2023-08-29T08:25:20.000Z,2022-05-09T12:09:36.000Z,N/A,0,Low
DigitalIDF - Home 360 - PreProd,Enabled,Yes,Mixed,Admin,N/A,2023-08-29T11:52:17.000Z,2022-02-10T11:00:15.000Z,N/A,0,Low
AfterShip,Enabled,Yes,Delegated,User (6),AfterShip,2023-08-29T13:49:09.000Z,2021-09-13T13:21:26.000Z,Some unused,0,Low
mlt,Enabled,Yes,Delegated,User (1),N/A,2023-08-29T22:10:17.000Z,2023-08-29T22:10:16.000Z,N/A,0,Low
DigitalIDF - CRM ATAL - DEV,Enabled,Yes,Mixed,Admin,N/A,2023-08-30T10:46:15.000Z,2023-08-22T08:19:32.000Z,N/A,0,Low
Whiteboard.chat,Enabled,Yes,Delegated,User (3),Epiphani Inc,2023-08-30T14:19:02.000Z,2023-02-05T10:10:20.000Z,N/A,0,Low
Fun Easy Learn,Enabled,Yes,Delegated,User (2),N/A,2023-08-31T10:14:32.000Z,2022-05-13T02:25:11.000Z,N/A,0,Low
Sunsama,Enabled,Yes,Delegated,User (2),"Summay, Inc.",2023-09-01T12:20:57.000Z,2022-10-01T23:45:58.000Z,Some unused,0,Low
Fireflies.ai,Enabled,Yes,Delegated,User (4),N/A,2023-09-01T18:20:07.000Z,2022-07-20T11:09:36.000Z,Some unused,0,Low
ZoomInfo Communitiez Login,Enabled,Yes,Delegated,User (3),N/A,2023-09-02T17:45:49.000Z,2020-09-02T19:33:05.000Z,Some unused,0,Low
cellcomea-auth-app,Enabled,Yes,Delegated,User (1),N/A,2023-09-03T07:36:06.000Z,2023-09-03T07:36:06.000Z,N/A,0,Low
SonarQube,Enabled,Yes,Delegated,Admin,N/A,2023-09-03T08:02:33.000Z,2021-01-03T11:50:01.000Z,N/A,0,Low
DigitalIDF - KitbagRemastered - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-09-03T09:08:36.000Z,2022-06-19T08:20:40.000Z,N/A,0,Low
Teem.com SSO,Enabled,Yes,Delegated,User (1),N/A,2023-09-03T10:00:12.000Z,2023-09-03T10:00:12.000Z,N/A,0,Low
Attenix App,Enabled,Yes,Delegated,User (2),N/A,2023-09-04T11:54:25.000Z,2023-06-26T09:19:31.000Z,N/A,0,Low
QGov,Enabled,Yes,Delegated,User (1),N/A,2023-09-05T01:48:45.000Z,2023-09-05T01:48:45.000Z,N/A,0,Low
DigitalIDF - CoronaGo - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-09-05T05:16:49.000Z,2020-12-27T08:40:47.000Z,N/A,0,Low
Attenix Mobile App,Enabled,Yes,Delegated,User (2),N/A,2023-09-05T08:30:41.000Z,2023-01-19T11:58:55.000Z,N/A,0,Low
idfea-auth-app,Enabled,Yes,Delegated,Admin,N/A,2023-09-05T14:48:09.000Z,2023-06-13T08:05:36.000Z,N/A,0,Low
TickTick,Enabled,Yes,Delegated,User (3),N/A,2023-09-06T11:49:19.000Z,2022-06-14T05:32:17.000Z,In use,0,Low
UpToDate,Enabled,Yes,Delegated,User (19),Wolters Kluwer,2023-09-07T11:56:52.000Z,2021-09-03T07:58:42.000Z,N/A,0,Low
Flipsnack,Enabled,Yes,Delegated,User (2),"Flipsnack, LLC",2023-09-08T08:27:03.000Z,2023-05-27T10:16:14.000Z,N/A,0,Low
fdo-ad-ft-t-prod,Enabled,Yes,Delegated,User (1),N/A,2023-09-09T18:28:21.000Z,2023-09-09T18:28:21.000Z,N/A,0,Low
Nearpod,Enabled,Yes,Delegated,User (10),N/A,2023-09-09T19:36:54.000Z,2020-05-18T10:25:20.000Z,N/A,0,Low
AdminDroid Office 365 Reporter - Sign In,Enabled,Yes,Delegated,User (1),N/A,2023-09-10T09:18:12.000Z,2023-09-10T09:18:11.000Z,N/A,0,Low
Architect Template App,Enabled,Yes,Delegated,User (17),N/A,2023-09-10T15:31:44.000Z,2021-02-04T10:00:00.000Z,N/A,0,Low
Botpress,Enabled,Yes,Delegated,User (1),N/A,2023-09-11T00:54:59.000Z,2023-09-11T00:54:59.000Z,N/A,0,Low
Docs Rendering Public,Enabled,Yes,Delegated,User (5),N/A,2023-09-11T06:05:00.000Z,2021-10-06T05:29:07.000Z,N/A,0,Low
Calendar Pro,Enabled,Yes,Delegated,User (19),Witivio,2023-09-12T12:57:41.000Z,2021-12-14T18:24:58.000Z,N/A,0,Low
Group Calendar - NextSet,Enabled,Yes,Delegated,User (1),株式会社ネクストセット,2023-09-12T13:30:12.000Z,2023-09-12T13:30:11.000Z,N/A,0,Low
Salto KS,Enabled,Yes,Delegated,User (2),Clay Solutions B.V.,2023-09-13T09:16:31.000Z,2022-11-24T05:42:18.000Z,N/A,0,Low
AzDevOps,Enabled,Yes,Delegated,User (1),PurpleSoft Srl,2023-09-13T21:52:14.000Z,2023-09-13T21:52:13.000Z,N/A,0,Low
Presentations.AI,Enabled,Yes,Delegated,User (14),N/A,2023-09-19T08:23:29.000Z,2022-02-16T14:35:19.000Z,N/A,0,Low
DigitalIDF - FormsServer - PreProd,Enabled,Yes,Mixed,Admin,N/A,2023-09-19T08:59:56.000Z,2023-07-18T12:16:58.000Z,N/A,0,Low
DigitalIDF - FormsServer - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-09-19T08:59:56.000Z,2023-07-18T12:33:18.000Z,N/A,0,Low
DigitalIDF - Informatica - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-09-19T08:59:57.000Z,2022-06-08T08:36:33.000Z,N/A,0,Low
Adaptive Learning,Enabled,Yes,Delegated,User (1),Vitalyst,2023-09-19T11:19:28.000Z,2023-09-19T11:19:28.000Z,Some unused,0,Low
DigitalIDF - SmartBase - Common - Services - Integration,Enabled,Yes,Mixed,Admin,N/A,2023-09-19T14:28:39.000Z,2023-01-08T15:53:03.000Z,N/A,0,Low
DigitalIDF - SmartBase - PreProd,Enabled,Yes,Mixed,Admin,N/A,2023-09-19T14:31:39.000Z,2021-08-03T12:02:57.000Z,N/A,0,Low
DigitalIDF - SmartBase - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-09-19T14:31:52.000Z,2020-03-03T20:58:40.000Z,N/A,0,Low
Tabnine,Enabled,Yes,Delegated,User (1),TABNINE LTD,2023-09-19T17:55:21.000Z,2023-09-19T17:55:20.000Z,N/A,0,Low
DigitalIdf - Gibush Klita - Pre-prod,Enabled,Yes,Mixed,Admin,N/A,2023-09-21T10:01:54.000Z,2023-09-14T10:19:36.000Z,N/A,0,Low
Windows Defender Security Intelligence,Enabled,Yes,Delegated,User (12),N/A,2023-09-22T16:50:18.000Z,2021-08-31T18:27:28.000Z,N/A,0,Low
Spark,Enabled,Yes,Delegated,User (12),N/A,2023-09-23T07:45:52.000Z,2020-09-19T14:36:48.000Z,Some unused,0,Low
Planner Gantt-aad,Enabled,Yes,Delegated,User (2),Christian Fanning Holding ApS,2023-09-23T14:45:58.000Z,2023-09-05T05:18:14.000Z,Some unused,0,Low
Azure.Global.Portal.Personnel-PROD,Enabled,Yes,Delegated,User (1),N/A,2023-09-25T11:21:05.000Z,2023-09-25T11:21:05.000Z,N/A,0,Low
PowerApps and Flow - Outlook Tasks,Enabled,Yes,Delegated,User (26),N/A,2023-09-26T09:37:23.000Z,2020-01-24T22:57:21.000Z,N/A,0,Low
SSO-Prod-OIDC,Enabled,Yes,Delegated,User (5),Dynatrace LLC,2023-09-26T10:56:28.000Z,2022-10-26T13:54:29.000Z,N/A,0,Low
modiin-jobs-dev,Enabled,Yes,Delegated,User (1),N/A,2023-09-26T11:30:11.000Z,2023-09-10T12:02:43.000Z,N/A,0,Low
WorkplaceBuddy,Enabled,Yes,Delegated,User (1),N/A,2023-09-27T08:25:00.000Z,2023-09-27T08:24:59.000Z,N/A,0,Low
Padlet,Enabled,Yes,Delegated,User (135),N/A,2023-09-28T02:57:00.000Z,2020-02-17T18:33:32.000Z,N/A,0,Low
Shamaym,Enabled,Yes,Delegated,User (51),N/A,2023-09-28T17:13:03.000Z,2020-12-27T12:02:05.000Z,Some unused,0,Low
BlueLilyNextDev,Enabled,Yes,Delegated,User (309),N/A,2023-09-29T09:33:10.000Z,2022-03-17T08:35:19.000Z,N/A,0,Low
Neos Identity,Enabled,Yes,Delegated,User (6),N/A,2023-09-29T11:28:36.000Z,2023-03-09T11:05:36.000Z,N/A,0,Low
desknow-host-sso,Enabled,Yes,Delegated,User (2),DeskNow GmbH,2023-09-29T20:47:30.000Z,2023-04-25T11:20:18.000Z,N/A,0,Low
ServiceInHand-Backend,Enabled,Yes,Mixed,Admin,N/A,2023-10-01T08:11:42.000Z,2023-07-19T08:22:50.000Z,N/A,0,Low
Clerk Development and Staging instances,Enabled,Yes,Delegated,User (1),N/A,2023-10-03T12:56:59.000Z,2023-10-03T12:56:37.000Z,N/A,0,Low
Quizizz,Enabled,Yes,Delegated,User (45),Quizizz Inc,2023-10-03T17:51:52.000Z,2021-04-02T15:21:39.000Z,N/A,0,Low
DigitalIDF - Atuda - Dev,Enabled,Yes,Mixed,Admin,N/A,2023-10-04T10:53:52.000Z,2023-07-25T06:22:01.000Z,N/A,0,Low
DigitalIDF - Atuda - Preprod,Enabled,Yes,Mixed,Admin,N/A,2023-10-04T10:54:06.000Z,2023-08-29T06:59:00.000Z,N/A,0,Low
DigitalIDF - Atuda - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-10-04T10:54:18.000Z,2023-09-14T06:27:10.000Z,N/A,0,Low
tid-azure-common-ad-app-prod,Enabled,Yes,Delegated,User (8),Trimble Inc.,2023-10-06T13:49:08.000Z,2022-10-16T11:32:53.000Z,N/A,0,Low
Zofim Parents Portal - Prod,Enabled,Yes,Delegated,User (8),N/A,2023-10-06T14:23:18.000Z,2023-05-31T19:36:35.000Z,N/A,0,Low
Bandai Namco ID,Enabled,Yes,Delegated,User (4),N/A,2023-10-07T06:50:11.000Z,2023-08-12T16:23:56.000Z,N/A,0,Low
Kahoot!,Enabled,Yes,Delegated,User (116),N/A,2023-10-08T10:02:21.000Z,2020-04-08T09:59:15.000Z,N/A,0,Low
DigitalIDF - Go - Prod,Enabled,Yes,Delegated,Admin,N/A,2023-10-08T15:51:05.000Z,2020-07-01T13:05:44.000Z,N/A,0,Low
DigitalIDF - Artillery - Dev,Enabled,Yes,Mixed,Admin,N/A,2023-10-10T14:16:47.000Z,2023-09-19T10:51:32.000Z,N/A,0,Low
hupa-register,Enabled,Yes,Delegated,Admin,N/A,2023-10-10T16:09:47.000Z,2023-10-10T14:33:59.000Z,N/A,0,Low
Meckano,Enabled,Yes,Delegated,User (54),N/A,2023-10-11T07:08:27.000Z,2020-11-23T14:27:31.000Z,Some unused,0,Low
DigitalIDF - KitbagRemastered - Dev,Enabled,Yes,Mixed,Admin,N/A,2023-10-11T14:15:49.000Z,2022-06-19T08:20:17.000Z,N/A,0,Low
DigitalIDF - Home-Logistics-Back - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-10-12T09:29:52.000Z,2023-10-11T15:22:48.000Z,N/A,0,Low
MathType,Enabled,Yes,Delegated,User (3),Wiris,2023-10-12T13:05:38.000Z,2022-08-23T11:10:50.000Z,N/A,0,Low
DigitalIDF - People - Qas,Enabled,Yes,Mixed,Admin,N/A,2023-10-14T11:40:59.000Z,2022-06-12T12:52:50.000Z,N/A,0,Low
CodeMonkey,Enabled,Yes,Delegated,User (3),N/A,2023-10-15T18:11:34.000Z,2020-08-21T07:07:27.000Z,N/A,0,Low
DigitalIDF - Yakarim - Prod,Enabled,Yes,Delegated,User (20),N/A,2023-10-16T08:04:58.000Z,2021-10-13T15:32:41.000Z,N/A,0,Low
DigitalIDF - Nifgaim - Dev,Enabled,Yes,Mixed,Admin,N/A,2023-10-16T08:40:38.000Z,2022-01-16T12:26:09.000Z,N/A,0,Low
DigitalIDF - Mim - Dev,Enabled,Yes,Mixed,Admin,N/A,2023-10-16T12:00:11.000Z,2021-07-08T14:45:47.000Z,N/A,0,Low
Educaplay,Enabled,Yes,Delegated,User (1),N/A,2023-10-16T15:08:59.000Z,2023-10-16T15:08:59.000Z,N/A,0,Low
iCloud,Enabled,Yes,Delegated,User (3),Apple Inc.,2023-10-16T16:28:49.000Z,2023-09-23T11:35:34.000Z,Some unused,0,Low
Microsoft Tech Community,Enabled,Yes,Delegated,User (72),N/A,2023-10-17T05:36:24.000Z,2020-03-24T10:46:13.000Z,N/A,0,Low
DigitalIDF - ArgoCD - Prod,Enabled,Yes,Delegated,User (10),N/A,2023-10-17T08:59:20.000Z,2022-11-02T15:26:41.000Z,N/A,0,Low
VLE OpenIDCAuthorization Live,Enabled,Yes,Delegated,User (3),N/A,2023-10-17T10:17:07.000Z,2022-02-21T18:02:32.000Z,N/A,0,Low
DigitalIDF - Shob Atal - Dev,Enabled,Yes,Delegated,User (1),N/A,2023-10-17T11:21:20.000Z,2023-10-17T09:54:03.000Z,N/A,0,Low
CloudSocietyApp,Disabled by user,Yes,Delegated,User (46),N/A,2023-10-17T14:03:13.000Z,2020-04-19T08:13:16.000Z,N/A,0,Low
DigitalIDF - MIM - Preprod,Enabled,Yes,Mixed,Admin,N/A,2023-10-17T16:11:40.000Z,2023-01-26T09:15:36.000Z,N/A,0,Low
Tabit Chef,Enabled,Yes,Delegated,User (2),N/A,2023-10-17T19:05:09.000Z,2023-07-24T20:10:11.000Z,N/A,0,Low
DigitalIDF - Leaon - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-10-17T20:08:10.000Z,2022-12-22T11:32:05.000Z,N/A,0,Low
Tzur Management Investor Portal,Enabled,Yes,Delegated,User (4),N/A,2023-10-18T08:01:15.000Z,2022-02-09T19:31:02.000Z,N/A,0,Low
licensing-proxy-sso,Enabled,Yes,Delegated,User (5),UIPath New York,2023-10-18T14:15:33.000Z,2021-10-28T16:01:15.000Z,N/A,0,Low
Lucidspark,Enabled,Yes,Delegated,User (1),Lucid Software Inc,2023-10-18T18:58:52.000Z,2023-10-18T18:58:51.000Z,N/A,0,Low
Lucid,Enabled,Yes,Delegated,User (24),N/A,2023-10-18T18:59:25.000Z,2020-11-18T19:53:06.000Z,N/A,0,Low
DigitalIDF - Eventually - Dev,Enabled,Yes,Mixed,Admin,N/A,2023-10-19T09:03:27.000Z,2021-11-21T08:49:20.000Z,N/A,0,Low
DigitalIDF - Eventually - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-10-19T09:05:10.000Z,2022-01-21T09:55:55.000Z,N/A,0,Low
twilio-sendgrid-multi-tenant-prod,Enabled,Yes,Delegated,User (11),Twilio Inc.,2023-10-19T13:05:04.000Z,2021-10-02T11:04:54.000Z,N/A,0,Low
DigitalIDF - Miluim Front - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-10-19T16:37:31.000Z,2020-05-03T11:07:02.000Z,N/A,0,Low
VR360-DEV,Enabled,Yes,Delegated,Admin,N/A,2023-10-19T17:35:18.000Z,2023-10-19T16:31:21.000Z,N/A,0,Low
StorageApp,Enabled,Yes,Delegated,User (178),N/A,2023-10-19T23:21:49.000Z,2020-05-24T09:47:21.000Z,N/A,0,Low
Remind,Enabled,Yes,Delegated,User (2),Moonbear Ventures LLC,2023-10-21T07:38:37.000Z,2023-06-06T22:01:53.000Z,N/A,0,Low
BambooHR OpenID Connect,Enabled,Yes,Delegated,User (2),Bamboo Hr LLC,2023-10-21T16:07:06.000Z,2023-04-03T07:45:43.000Z,N/A,0,Low
DigitalIDF - Home-Logistics-Back - NonProd,Enabled,Yes,Mixed,Admin,N/A,2023-10-22T11:16:03.000Z,2023-10-10T13:08:26.000Z,N/A,0,Low
Modern Workplace Tools,Enabled,Yes,Delegated,User (23),N/A,2023-10-22T11:49:00.000Z,2020-09-17T07:42:11.000Z,N/A,0,Low
Upwind Security,Enabled,Yes,Delegated,User (1),Upwind Security,2023-10-23T06:42:06.000Z,2023-10-23T06:42:05.000Z,N/A,0,Low
SMKB-Moodle22,Enabled,Yes,Delegated,User (197),N/A,2023-10-23T08:17:44.000Z,2021-10-03T14:38:08.000Z,N/A,0,Low
DigitalIDF - Madim - Dev,Enabled,Yes,Mixed,Admin,N/A,2023-10-23T08:38:45.000Z,2022-07-19T07:47:14.000Z,N/A,0,Low
Interworks Storefront SSO,Enabled,Yes,Delegated,User (1),N/A,2023-10-23T11:06:15.000Z,2023-10-23T11:06:15.000Z,N/A,0,Low
Report-1-Attz,Enabled,Yes,Delegated,User (17),N/A,2023-10-24T09:11:05.000Z,2023-10-20T07:42:29.000Z,N/A,0,Low
Smartsheet,Enabled,Yes,Delegated,User (8),N/A,2023-10-24T09:44:06.000Z,2020-12-14T13:27:58.000Z,N/A,0,Low
DigitalIDF - WhiteKitBag - Dev,Enabled,Yes,Mixed,Admin,N/A,2023-10-24T10:15:34.000Z,2022-05-15T12:52:05.000Z,N/A,0,Low
DigitalIDF - Nifgaim - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-10-24T11:02:22.000Z,2022-04-24T09:48:33.000Z,N/A,0,Low
DigitalIDF - Nifgaim - PreProd,Enabled,Yes,Mixed,Admin,N/A,2023-10-24T14:19:46.000Z,2022-06-08T15:39:49.000Z,N/A,0,Low
MyNet - Dev,Enabled,Yes,Delegated,User (3),N/A,2023-10-24T14:38:49.000Z,2023-06-13T14:42:59.000Z,N/A,0,Low
mamram-click-zihui,Enabled,Yes,Mixed,Admin,N/A,2023-10-24T17:02:06.000Z,2023-10-24T16:41:53.000Z,N/A,0,Low
Zoom for Intune,Enabled,Yes,Delegated,User (29),"Zoom Video Communications, Inc.",2023-10-24T17:34:43.000Z,2023-01-30T10:16:07.000Z,N/A,0,Low
Miro (formerly RealtimeBoard),Enabled,Yes,Delegated,User (10),N/A,2023-10-25T07:04:00.000Z,2020-03-22T08:30:17.000Z,N/A,0,Low
TasksDev,Enabled,Yes,Delegated,User (23),N/A,2023-10-25T07:49:12.000Z,2022-02-22T06:31:43.000Z,N/A,0,Low
HatalBooking,Enabled,Yes,Delegated,User (442),N/A,2023-10-25T12:33:08.000Z,2022-11-09T09:41:50.000Z,N/A,0,Low
DigitalIDF - PtorZakan - Dev,Enabled,Yes,Mixed,Admin,N/A,2023-10-25T13:54:47.000Z,2023-04-16T09:01:15.000Z,N/A,0,Low
Jira Cloud,Enabled,Yes,Delegated,User (14),Atlassian,2023-10-25T14:10:50.000Z,2021-11-02T19:55:50.000Z,N/A,0,Low
Talpix,Enabled,Yes,Delegated,User (119),N/A,2023-10-25T15:37:15.000Z,2023-03-12T09:11:38.000Z,N/A,0,Low
DigitalIDF - CprGo2 - Test,Enabled,Yes,Mixed,Admin,N/A,2023-10-25T20:10:00.000Z,2023-05-01T09:36:58.000Z,N/A,0,Low
DigitalIDF - CprGo2 - PreProd,Enabled,Yes,Mixed,Admin,N/A,2023-10-25T20:10:04.000Z,2023-05-07T06:57:42.000Z,N/A,0,Low
DNA,Enabled,Yes,Delegated,User (15),N/A,2023-10-26T08:12:08.000Z,2023-08-27T10:56:07.000Z,N/A,0,Low
sudokuapp,Enabled,Yes,Delegated,User (275),N/A,2023-10-26T08:46:01.000Z,2022-03-26T13:34:01.000Z,N/A,0,Low
Atlassian,Enabled,Yes,Delegated,User (234),N/A,2023-10-26T10:12:28.000Z,2020-03-15T14:00:15.000Z,N/A,0,Low
DigitalIDF - MyNet - PreProd,Enabled,Yes,Delegated,Admin,N/A,2023-10-27T14:05:47.000Z,2023-10-24T12:20:27.000Z,N/A,0,Low
Bob,Enabled,Yes,Delegated,User (8),N/A,2023-10-27T14:06:46.000Z,2022-03-01T10:20:35.000Z,N/A,0,Low
HubSpot,Disabled by user,Yes,Delegated,User (1),"Hubspot, Inc.",2023-10-27T16:22:30.000Z,2023-10-27T16:22:30.000Z,N/A,0,Low
MCS - Automation - AWS,Enabled,Yes,Application,Admin,N/A,2023-10-28T03:05:30.000Z,2023-10-28T02:56:53.000Z,N/A,0,Low
textplus,Enabled,Yes,Delegated,User (10),"textPlus, Inc.",2023-10-29T08:06:16.000Z,2022-04-05T18:23:23.000Z,N/A,0,Low
Logistics App,Enabled,Yes,Delegated,User (612),N/A,2023-10-29T12:30:25.000Z,2020-03-23T12:48:00.000Z,N/A,0,Low
bob,Enabled,Yes,Delegated,User (105),N/A,2023-10-29T13:44:09.000Z,2020-11-09T07:26:38.000Z,N/A,0,Low
ShamaymQA,Enabled,Yes,Delegated,User (2),N/A,2023-10-29T15:49:44.000Z,2023-08-30T08:39:42.000Z,Some unused,0,Low
Azure Static Web Apps,Enabled,Yes,Delegated,User (15),N/A,2023-10-30T08:25:45.000Z,2021-02-15T22:32:49.000Z,N/A,0,Low
grafana.com,Enabled,Yes,Delegated,User (61),N/A,2023-10-30T09:24:38.000Z,2021-01-18T18:04:52.000Z,N/A,0,Low
Verification,Enabled,Yes,Delegated,User (226),"Sheerid, Inc.",2023-10-30T10:26:31.000Z,2021-09-05T13:13:11.000Z,N/A,0,Low
DigitalIDF - CprGo2 - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-10-30T12:36:59.000Z,2023-05-07T07:07:02.000Z,N/A,0,Low
DigitalIDF - Center,Enabled,Yes,Delegated,Admin,N/A,2023-10-30T14:21:51.000Z,2023-10-29T13:26:21.000Z,N/A,0,Low
WorkInSync Teams,Enabled,Yes,Delegated,User (2),Moveinsync Technologies Private Limited,2023-10-30T17:17:01.000Z,2023-01-21T17:10:34.000Z,N/A,0,Low
TeamViewer,Enabled,Yes,Delegated,User (13),TeamViewer Germany GmbH,2023-10-30T18:52:41.000Z,2023-04-27T12:40:20.000Z,N/A,0,Low
Moodle-SSO,Enabled,Yes,Delegated,User (1378),N/A,2023-10-30T19:12:30.000Z,2022-09-10T21:39:09.000Z,N/A,0,Low
Reminder,Enabled,Yes,Delegated,User (415),Samsung Electronics,2023-10-30T19:36:11.000Z,2020-11-08T08:21:32.000Z,N/A,0,Low
Makahtzar,Enabled,Yes,Delegated,User (3964),N/A,2023-10-31T12:28:27.000Z,2022-11-21T09:54:53.000Z,N/A,0,Low
Jotform,Disabled by user,Yes,Delegated,User (3),Jotform Inc.,2023-10-31T14:30:52.000Z,2022-08-30T10:57:53.000Z,N/A,0,Low
Trello,Disabled by user,Yes,Delegated,User (8),Atlassian,2023-10-31T15:00:49.000Z,2021-04-21T12:46:40.000Z,N/A,0,Low
Martah,Enabled,Yes,Delegated,User (153),N/A,2023-10-31T15:08:05.000Z,2022-12-11T05:40:20.000Z,N/A,0,Low
Nayax DCS,Enabled,Yes,Delegated,User (1),N/A,2023-10-31T15:20:49.000Z,2023-10-31T15:20:48.000Z,N/A,0,Low
Adobe Acrobat,Enabled,Yes,Delegated,Admin,N/A,2023-10-31T15:25:29.000Z,2023-07-09T15:23:22.000Z,N/A,0,Low
VR360-PROD,Enabled,Yes,Delegated,Admin,N/A,2023-10-31T17:24:02.000Z,2023-10-23T15:35:56.000Z,N/A,0,Low
